4047,だいず　［納豆類］　挽きわり納豆
4048,だいず　［納豆類］　五斗納豆
4049,だいず　［納豆類］　寺納豆
4051,だいず　［その他］　おから　生
4089,だいず　［その他］　おから　乾燥
4052,だいず　［その他］　豆乳　豆乳
4053,だいず　［その他］　豆乳　調製豆乳
4054,だいず　［その他］　豆乳　豆乳飲料・麦芽コーヒー
4055,だいず　［その他］　大豆たんぱく　粒状大豆たんぱく
4056,だいず　［その他］　大豆たんぱく　濃縮大豆たんぱく
4057,だいず　［その他］　大豆たんぱく　分離大豆たんぱく　塩分無調整タイプ
4090,だいず　［その他］　大豆たんぱく　分離大豆たんぱく　塩分調整タイプ
4058,だいず　［その他］　大豆たんぱく　繊維状大豆たんぱく
4059,だいず　［その他］　湯葉　生
4060,だいず　［その他］　湯葉　干し　乾
4091,だいず　［その他］　湯葉　干し　湯戻し
4061,だいず　［その他］　金山寺みそ
4062,だいず　［その他］　ひしおみそ
4063,だいず　［その他］　テンペ
4064,つるあずき　全粒　乾
4092,つるあずき　全粒　ゆで
4065,ひよこまめ　全粒　乾
4066,ひよこまめ　全粒　ゆで
4067,ひよこまめ　全粒　フライ　味付け
4068,べにばないんげん　全粒　乾
4069,べにばないんげん　全粒　ゆで
4108,やぶまめ　乾
4070,らいまめ　全粒　乾
4093,らいまめ　全粒　ゆで
4071,りょくとう　全粒　乾
4072,りょくとう　全粒　ゆで
4073,レンズまめ　全粒　乾
4094,レンズまめ　全粒　ゆで
5001,アーモンド　乾
5002,アーモンド　フライ　味付け
5040,アーモンド　いり　無塩
5003,あさ　乾
5041,あまに　いり
5004,えごま　乾
5005,カシューナッツ　フライ　味付け
5006,かぼちゃ　いり　味付け
5007,かや　いり
5008,ぎんなん　生
5009,ぎんなん　ゆで
5010,（くり類）　日本ぐり　生
5011,（くり類）　日本ぐり　ゆで
5012,（くり類）　日本ぐり　甘露煮
5013,（くり類）　中国ぐり　甘ぐり
5014,くるみ　いり
5015,けし　乾
5016,ココナッツ　ココナッツパウダー
5017,ごま　乾
5018,ごま　いり
5019,ごま　むき
5042,ごま　ねり
5020,しい　生
5021,すいか　いり　味付け
5046,チアシード　乾
5022,とち　蒸し
5023,はす　未熟　生
5024,はす　成熟　乾
